,Clause,Opt-out via contacting company,Dont use service/feature,Opt-out link,Browser/device privacy controls,Unspecified,Opt-in,First-party privacy controls,Other,Third-party privacy controls
1136,an option to decline.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1137,"To stop receiving emails, complete the form at http://action.citizen.org/unsubscribe.jsp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1138,complete the form at http://action.citizen.org/unsubscribe.jsp,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,opt out of such exchanges by contacting our Member Services team at (800) 289-3787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,contacting our Member Services team at (800) 289-3787 or member@citizen.org,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,LOG OFF IMMEDIATELY if you do not agree to the conditions stated in this warning.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,You may register or enhance your profile by linking your Facebook or Google accounts on NYTimes.com.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1143,You can disassociate your NYTimes.com registration from third-party accounts any time.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1144,You can disassociate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,"For more detail, please see our Social Media FAQ.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1146,"You will not be able to access certain areas of our websites, including NYTimes.com, if your computer does not accept cookies from us.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1147,"If you elect to have a location-based search saved to your history, we will store that information on our servers. If you do not enable the location-based service, or if an app does not have that feature, the app will not transmit to us, and we will not collect or store, location information.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1148,"1) If you would like more about your option not to accept advertiser cookies, please click here.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,"If you would like to opt-out of having interest-based ad targeting, click here.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,If you would like more about your option,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1151,You have choices,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1152,"You can choose not to receive messages in the future by either (1) following the ""unsubscribe"" instructions located near the bottom of each email, or (2) you can opt-out here.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,"(1) following the ""unsubscribe"" instructions located near the bottom of each email, or",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1154,(2) you can opt-out here.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,"f you no longer wish to receive a specific newsletter, follow the ""unsubscribe"" instructions located near the bottom of each newsletter.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,"To subscribe or unsubscribe from The New York Times Events email newsletter, please visit www.nytimes.com/events.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1157,"please visit www.nytimes.com/events. Enter your email address in the field provided, select ""unsubscribe"" and click ""submit.""",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1158,"HOW DO I OPT-OUT- If, at any time, you prefer not to receive email marketing information from us, simply follow the unsubscribe options at the bottom of each email.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,unsubscribe options at the bottom of each email.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,simply follow the unsubscribe options at the bottom of each email.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1161,"If you experience difficulty with the unsubscribe process, feel free to contact us at feedback@nytimes.com and provide your email address along with the name of the newsletter from which you would like to unsubscribe.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,"If you experience difficulty with the unsubscribe process, feel free to contact us at feedback@nytimes.com",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,"If, at any time, you prefer not to receive mail or telephone solicitations originated by The New York Times Home Delivery Department, or if you prefer that we do not share this information with third parties for marketing purposes, please email us at opt-out@nytimes.com or write to us at Customer Care, P.O. Box 8041, Davenport, IA 52808-8041. Please include your account number and phone number in the body of your email or letter, and put ""Opt-out"" in the subject line.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,"please email us at opt-out@nytimes.com or write to us at Customer Care, P.O. Box 8041, Davenport, IA 52808-8041. Please include your account number and phone number in the body of your email or letter, and put ""Opt-out"" in the subject line.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,please use this form to contact the Learning Network.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,"opt-out of the sharing of your personal information with third parties for marketing purposes at any time by submitting a request in writing to Customer Care, P.O. Box 8041, Davenport, IA 52808-8041 or by emailing us at opt-out@nytimes.com.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,we will provide you with an e-mail address by which you may request no future notices.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,may request no future notices,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,e-mail address by which you may request,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1170,By using the Services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,You can visit the Services without,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1172,you may choose to submit,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1173,your permission,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1174,you may elect,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1175,you are able to post information,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1176,Most browsers are initially set up to accept cookies. You can reset your browser to refuse all cookies or to indicate when a cookie is being sent;,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1177,"if you reject cookies, you will not be able to sign in to the Services",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,provide a simple way to opt-out of ad targeting from participating companies.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1179,"Digital Advertising Alliance, which each provide a simple way to opt-out of ad targeting from participating companies.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1180,We offer you the opportunity to choose not to receive communications from us,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1181,please let us know by accessing and updating your profile.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1182,accessing and updating your profile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,the opportunity to choose not to receive communications from us,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1184,if you delete certain information you may not be able to order services in the future without re-submitting such information.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,"You may not opt out of these communications, which are not promotional in nature. If you do not wish to receive them, you have the option to deactivate your account.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1186,refusal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,"our refusal to submit personal information may limit your ability to participate in some activities, such as sweepstakes or the use of certain Online Services. However, as described above, regardless of registration we may nonetheless publish gameplay boards and multiplayer match records that contain certain information as a result of your use of the products, such as your player ID.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,You can disable cookies or set your browser to alert you when cookies are being sent to your computer;,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1189,"Additional information about individual opt-out programs is available on the World Privacy Forum website at http://www.worldprivacyforum.org. In addition to visiting the websites of each of the vendors listed above, you may opt out of certain targeted advertising by multiple third-party advertising networks at one time if they belong to the Network Advertising Initiative or the Digital Advertising Alliance. Visit the Network Advertising Initiative's website at http://www.networkadvertising.org/managing/opt_out.asp to select the applicable networks.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1190,"dditional information about individual opt-out programs is available on the World Privacy Forum website at http://www.worldprivacyforum.org. In addition to visiting the websites of each of the vendors listed above, you may opt out of certain targeted advertising by multiple third-party advertising networks at one time if they belong to the Network Advertising Initiative or the Digital Advertising Alliance. Visit the Network Advertising Initiative's website at http://www.networkadvertising.org/managing/opt_out.asp to select the applicable networks.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1191,conditional,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,"personalize the collection, use and/or display of your data via that service.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1193,"If you are a member of an Online Service, you may use that services account and privacy settings to personalize the collection, use and/or display of your data via that service.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1194,opt-out by,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1195,"In addition to the methods below, along with every communication sent to you, the Company gives you the opportunity to discontinue receiving future communications.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,"f you do not want to receive certain communications such as newsletters or promotional offers, you may decline consent at the time your personal information is collected",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,unsubscribe to Rockstar Games mailing lists,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1198,unsubscribe links at the bottom of any Rockstar Games email message.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,If for any reason you wish to unsubscribe to Rockstar Games mailing lists please log in to manage your account or use the unsubscribe links at the bottom of any Rockstar Games email message.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,If for any reason you wish to unsubscribe to Rockstar Games mailing lists please log in to manage your account or use the unsubscribe links at the bottom of any Rocksta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,"If you do not want your gameplay information to publicly appear via the Rockstar Games Social Club, then you should visit www.rockstargames.com/socialclub/privacy/opt and follow the instructions to opt out of our gameplay information services by masking your user ID.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,"f you do not want your gameplay information to publicly appear via the Rockstar Games Social Club, then you should visit www.rockstargames.com/socialclub/privacy/opt and follow the instructions to opt out of our gameplay information services by masking your user ID.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,You have the option of also providing,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1204,"By doing this, you are asking Facebook to send us",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,If you signed up,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1206,click on the link at the bottom of a newsletter you have received,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,or you can manage your subscriptions from your TED.com profile.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1208,"click on the link at the bottom of a newsletter you have received,",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,you can manage your subscriptions from your TED.com profile.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1210,You can request that your account be deleted at any time by contacting us.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,"Unless you request that your information be withheld,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,Unless you request that your information be withheld,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,"To request withholding of this information, a student shall give written notice (in person, by mail or fax) to the Registrar's Office during the first 12 class days of a Fall or Spring semester or the first four class days of a Summer session.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,"If they are unable to provide written notice within these time frames, credit students may protect their directory information at any time during the academic year through eConnect's 'My Privacy' feature.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1215,"A student may request that the institution withhold from the public all or any part of the student's directory information. To request withholding of this information, a student shall give written notice (in person, by mail or fax) to the Registrar's Office during the first 12 class days of a Fall or Spring semester or the first four class days of a Summer session. If they are unable to provide written notice within these time frames, credit students may protect their directory information at any time during the academic year through eConnect's 'My Privacy' feature.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216," How to request that your directory information be withheld    A student may request that the institution withhold from the public all or any part of the student's directory information. To request withholding of this information, a student shall give written notice (in person, by mail or fax) to the Registrar's Office during the first 12 class days of a Fall or Spring semester or the first four class days of a Summer session. If they are unable to provide written notice within these time frames, credit students may protect their directory information at any time during the academic year through eConnect's 'My Privacy' feature. If a request to withhold information is not made, the institution shall release all directory information.  ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1217,only upon written request,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1218,unless,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1219,opt-out of the tracking at https://tools.google.com/dlpage/gaoptout.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1220,You can review the information Google has about you in Google's Ads Settings and opt-out of the tracking at https://tools.google.com/dlpage/gaoptout.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1221,You can unsubscribe from these e-mails at any time by going to http://register.zacks.com/unisub.php.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,"As always, you can unsubscribe from these e-mails at any time by going to http://register.zacks.com/unisub.php.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,unsubscribe from these e-mails at any time by going to http://register.zacks.com/unisub.php,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,calling us at 1-800-767-3771 ext. 9339 or emailing your request to support@zacks.com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,"If you subscribe to the Zacks Premium subscription service, you will be included in our internal email and postal marketing lists. You will only be added to the Opt-In Marketing list if you do not uncheck the offer box included as part of registration.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1226,If you subscribe,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1227,"In various registration processes on the Zacks web site, we offer you the opportunity to take free offers from third-party publishers by checking an ""opt-in"" box by each offer.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1228,"""opt-in"" box",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1229,If you decide to subscribe,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1230,your browser''s Help instructions,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1231,"unsubscribe from a Zacks offer sent by another list vendor,",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
