,Clause,Data access limitation,Generic,Privacy/Security program,Other,Unspecified,Secure data transfer,Secure user authentication,Privacy review/audit,Secure data storage,Privacy training
734,"We have implemented reasonable measures to help protect your User Information from loss, misuse, or unauthorized access or disclosure",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,We have implemented reasonable measures,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,TRUSTe's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
737,"In connection with specific websites, the Company has been awarded TRUSTe's Privacy Seal signifying that this Privacy Policy and practices have been reviewed by TRUSTe for compliance with TRUSTe's program requirements including transparency, accountability, and choice regarding the collection and use of your personal information. TRUSTe's mission, as an independent third party, is to accelerate online trust among consumers and organizations globally through its leading privacy trustmark and innovative trust solutions. If you have questions or complaints regarding our Privacy Policy or practices, please contact us at privacypolicy@take2games.com. If you are not satisfied with our response you can contact TRUSTe at www.truste.com/watchdog equest. THE TRUSTe PROGRAM COVERS SPECIFIC WEBSITES; IT DOES NOT COVER INFORMATION THAT MAY BE COLLECTED THROUGH SOFTWARE.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,TRUSTe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,"In addition, this Privacy Policy does not apply to websites or services maintained by other companies or organizations (such as those who promote the Company's products and services or sell related items) and the Company cannot and does not guarantee the security of any personal information disclosed to those third parties",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,ompany cannot and does not guarantee the security of any personal information disclosed to those third parties,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,y the Company is stored in secure operating environments that are not available to the public,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,s SSL encryptio,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
743,"However, no system can be 100% secure and human errors occur, so there is the possibility that there could be unauthorized access to your information. By using our services, you assume this risk.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,the Company maintains information collected online behind a firewall-protected server and uses SSL encryption for purchases made through our online store.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
745,"Personal information collected by the Company is stored in secure operating environments that are not available to the public (e.g., locked rooms).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
746,"o protect your personal information, the Company follows generally accepted industry standards and maintains reasonable safeguards to attempt to ensure the security, integrity, and privacy of the information you have provided. The Company has security measures in place designed to protect against the loss, misuse, and alteration of the information under our control.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,SSL encryption for purchases made through our online store,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
748,"To protect your personal information, the Company follows generally accepted industry standards and maintains reasonable safeguards to attempt to ensure the security, integrity, and privacy of the information you have provided.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,"we take your privacy very seriously, and make every effort to safeguard your personal data.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,This information will only be shared with third parties who perform tasks required to complete the purchase transaction.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,These third parties have access to your information only to perform these tasks on our behalf.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,"To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect your information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,"To prevent unauthorized access, maintain data accuracy and ensure the appropriate use of information, we have put in place commercially reasonable physical, technical and administrative controls to protect your information. Please note that no method of transmission over the internet is 100% secure.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,"we have put in place commercially reasonable physical, technical and administrative controls to protect your information.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,Protect your privacy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,DCCCD is a public higher education institution and therefore bound by the Texas Public Information Act and the Family Education Rights and Privacy Act (FERPA). Continue reading for more detailed information about DCCCD's Privacy and Security Commitment.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
757,"Family Education Rights and Privacy Act of 1974 (FERPA) FERPA protects educational records of a student from public disclosure without written permission of the student. Although many exceptions to the Act exist, the exceptions are very limited. The Department of Education enforces this Act.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
758,a secure web interface that requires you to enter your student identification number and a passwor,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
759,"DCCCD has carefully implemented the information technology industry's best practices in security measures to ensure that: 1) the information you entrust to us is not intercepted or abused; and 2) to protect against the loss, misuse and alteration of the information under our control.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,the information you entrust to us is not intercepted or abused,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
761,"to protect against the loss, misuse and alteration of the information under our control.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
762,Secure Socket Layers (SSL),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
763,"Industry standard technologies like Secure Socket Layers (SSL) are used to protect your credit card information, email address, social security number and other information so it cannot be read as it travels on the Internet. Verisign, the leading provider of digital trust services, provides secure payment processing for your online transactions with DCCCD's eConnect. For Verisign's security information please visit their website at http://www.verisign.com/truste.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
764,"Verisign, the leading provider of digital trust services, provides secure payment processing for your online transactions with DCCCD's eConnect.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,"Zacks Investment Research controls the process through an agreement with an e-mail service provider, which handles the distribution of e-mails from Zacks Investment Research and its business partners. We keep tight control over our marketing list at all times. We only give outside marketers the right to send you an e-mail through our e-mail service provider. Additionally, Zacks Investment Research is selective about which companies we permit to send you an offer. Zacks will use names for Market Research",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,"Zacks Investment Research controls the process through an agreement with a postal list service bureau and phone call centers, which handles the distribution of direct mail and telemarketing offers from Zacks Investment Research and its business partners. Outside marketers are only given the right to send you a piece of direct mail through our bureau or call you through a telemarketing firm with our approval. All phone numbers on the Zacks telemarketing list are processed through the National Do Not Call Directory to remove anyone registered there. Zacks Investment Research is selective about the companies we permit to send your offers and the offers being sent.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,we limit employee access to user data.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,we limit employee access to user data,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,reddit will make every effort to secure any private information submitted to us by our users,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,"We also maintain internal security practices designed to keep your data secure and private. As part of this, we limit employee access to user data.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,"ask these service providers to agree to maintain the confidentiality of your Personally Identifiable Information and not to use your Personally Identifiable Information for any reason except to carry out the purpose(s) for which we hired them. (""Service ProviderException"").",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,"7. Security of Your Personally Identifiable Information. We use a variety of industry-standard security technologies and procedures to help protect your PersonallyIdentifiable Information from unauthorized access, use, or disclosure.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,require you to enter a password to access your registration information,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,"Security of Your Personally Identifiable Information. We use a variety of industry-standard security technologies and procedures to help protect your PersonallyIdentifiable Information from unauthorized access, use, or disclosure. We also require you to enter a password to access your registration information. Please do not disclose your registration password to unauthorized people. No method of transmission over the Internet, or method of electronic storage, is 100% secure, however. Therefore, while Hearst uses reasonable efforts to protect your Personally Identifiable Information, Hearst cannot guarantee its absolute security.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,"We use a variety of industry-standard security technologies and procedures to help protect your PersonallyIdentifiable Information from unauthorized access, use, or disclosure. We also require you to enter a password to access your registration information. Please do not disclose your registration password to unauthorized people. No method of transmission over the Internet, or method of electronic storage, is 100% secure, however. Therefore, while Hearst uses reasonable efforts to protect your Personally Identifiable Information, Hearst cannot guarantee its absolute security.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
